ID,ID Ind,ep,ntcc,CF,Processors,
1,474,0.097222,0.916667,0.252996,0,
2,883,0.097222,0.916667,0.452878,0,
3,965,0.101852,0.750000,0.420470,2,
4,672,0.120370,0.666667,0.407507,2,
5,139,0.138889,0.583333,0.394544,3,
6,135,0.222222,0.500000,0.394494,0,
7,936,0.342593,0.416667,0.396952,4,
8,562,0.476852,0.333333,0.402137,0,
9,1,1.000000,0.000000,0.400050,0,
10,5,1.000000,0.000000,0.240000,4,
11,4,1.000000,0.000000,0.405000,3,
12,3,1.000000,0.000000,0.405000,2,
13,2,1.000000,0.000000,0.400050,1,
